alpha b d0 sigma tau Gmean Gstd
8.6 1.25 1 0.4 1 0.0280014 0.00146555
8.6 1.25 1 0.6 1 0.0338148 0.0022634
8.6 1.25 1 0.8 1 0.0421351 0.00311276
8.6 1.25 1 1 1 0.0530268 0.00436866

8.7 1.25 1 0 1 0.0231475 6.58545e-10
8.7 1.25 1 0.2 1 0.0242425 0.000693204
8.7 1.25 1 0.4 1 0.0276717 0.00139191
8.7 1.25 1 0.6 1 0.033444 0.00227426
8.7 1.25 1 0.8 1 0.0418859 0.0030681
8.7 1.25 1 1 1 0.052681 0.00423063

8.8 1.25 1 0 1 0.0229116 4.90605e-09
8.8 1.25 1 0.2 1 0.024037 0.000685325
8.8 1.25 1 0.4 1 0.0274482 0.0014238
8.8 1.25 1 0.6 1 0.0330079 0.00218841
8.8 1.25 1 0.8 1 0.0413853 0.00315449
8.8 1.25 1 1 1 0.0523692 0.00428303

8.9 1.25 1 0 1 0.0226806 8.71172e-10
8.9 1.25 1 0.2 1 0.0237665 0.000705265
8.9 1.25 1 0.4 1 0.0271542 0.00141374
8.9 1.25 1 0.6 1 0.0329073 0.00219655
8.9 1.25 1 0.8 1 0.0409751 0.00304303
8.9 1.25 1 1 1 0.0516454 0.00418446

9 1.25 1 0 1 0.0224542 0
9 1.25 1 0.2 1 0.0235654 0.000667831
9 1.25 1 0.4 1 0.0268991 0.00135864
9 1.25 1 0.6 1 0.0324824 0.00218859
9 1.25 1 0.8 1 0.0404689 0.00310739
9 1.25 1 1 1 0.0515169 0.00419299

9.1 1.25 1 0 1 0.0222323 4.24238e-09
9.1 1.25 1 0.2 1 0.0233279 0.000659331
9.1 1.25 1 0.4 1 0.0265389 0.00140629
9.1 1.25 1 0.6 1 0.0323693 0.00208717
9.1 1.25 1 0.8 1 0.0402143 0.00309813
9.1 1.25 1 1 1 0.0506454 0.00448912

9.2 1.25 1 0 1 0.0220148 -nan
9.2 1.25 1 0.2 1 0.023095 0.00068893
9.2 1.25 1 0.4 1 0.0263354 0.00133349
9.2 1.25 1 0.6 1 0.0320481 0.00214165
9.2 1.25 1 0.8 1 0.0399906 0.00313621
9.2 1.25 1 1 1 0.0503765 0.00428547

9.3 1.25 1 0 1 0.0218015 2.65468e-09
9.3 1.25 1 0.2 1 0.0229088 0.000630628
9.3 1.25 1 0.4 1 0.0261531 0.00135997
9.3 1.25 1 0.6 1 0.0317383 0.00208103
9.3 1.25 1 0.8 1 0.0394406 0.00315754
9.3 1.25 1 1 1 0.0498798 0.00413938

9.4 1.25 1 0 1 0.0215923 -nan
9.4 1.25 1 0.2 1 0.0227001 0.000671152
9.4 1.25 1 0.4 1 0.0259107 0.00136605
9.4 1.25 1 0.6 1 0.0313707 0.00216642
9.4 1.25 1 0.8 1 0.0391819 0.00301676
9.4 1.25 1 1 1 0.0495717 0.00410842

9.5 1.25 1 0 1 0.0213871 1.72672e-09
9.5 1.25 1 0.2 1 0.0224428 0.000634836
9.5 1.25 1 0.4 1 0.0257352 0.00132168
9.5 1.25 1 0.6 1 0.031067 0.00210763
9.5 1.25 1 0.8 1 0.0387944 0.00292039
9.5 1.25 1 1 1 0.049048 0.00409204

9.6 1.25 1 0 1 0.0211858 3.80448e-09
9.6 1.25 1 0.2 1 0.0222469 0.000611863
9.6 1.25 1 0.4 1 0.0254575 0.00134645
9.6 1.25 1 0.6 1 0.0308243 0.00206197
9.6 1.25 1 0.8 1 0.0385335 0.00304032
9.6 1.25 1 1 1 0.0484199 0.00419949

9.7 1.25 1 0 1 0.0209883 3.07125e-09
9.7 1.25 1 0.2 1 0.0220335 0.000626554
9.7 1.25 1 0.4 1 0.0251559 0.00133488
9.7 1.25 1 0.6 1 0.0306132 0.00211611
9.7 1.25 1 0.8 1 0.0381844 0.00292253
9.7 1.25 1 1 1 0.0482302 0.00401323

9.8 1.25 1 0 1 0.0207945 4.13233e-09
9.8 1.25 1 0.2 1 0.0218065 0.000634018
9.8 1.25 1 0.4 1 0.0249794 0.00132196
9.8 1.25 1 0.6 1 0.0302254 0.00211336
9.8 1.25 1 0.8 1 0.0380183 0.00291222
9.8 1.25 1 1 1 0.0479261 0.00406175

9.9 1.25 1 0 1 0.0206042 -nan
9.9 1.25 1 0.2 1 0.0216052 0.000639303
9.9 1.25 1 0.4 1 0.0247418 0.00129039
9.9 1.25 1 0.6 1 0.030035 0.00206807
9.9 1.25 1 0.8 1 0.037571 0.00297062
9.9 1.25 1 1 1 0.0475824 0.00407391

10 1.25 1 0 1 0.0204174 1.23202e-09
10 1.25 1 0.2 1 0.0214057 0.000617397
10 1.25 1 0.4 1 0.0244309 0.00127841
10 1.25 1 0.6 1 0.0297171 0.00206284
10 1.25 1 0.8 1 0.0371301 0.00294178
10 1.25 1 1 1 0.0472397 0.00402099

