alpha b d0 sigma tau Gmean Gstd
8.6 1.25 1 0.8 5 0.0573992 0.00720605
8.6 1.25 1 1 5 0.0800351 0.00931706

8.7 1.25 1 0 5 0.0231475 6.58545e-10
8.7 1.25 1 0.2 5 0.0250233 0.00148863
8.7 1.25 1 0.4 5 0.0308386 0.00304604
8.7 1.25 1 0.6 5 0.0410396 0.00467963
8.7 1.25 1 0.8 5 0.0569288 0.00678436
8.7 1.25 1 1 5 0.0795218 0.00964681

8.8 1.25 1 0 5 0.0229116 4.90605e-09
8.8 1.25 1 0.2 5 0.0247594 0.00150396
8.8 1.25 1 0.4 5 0.0304273 0.00302343
8.8 1.25 1 0.6 5 0.0407611 0.00461169
8.8 1.25 1 0.8 5 0.0567831 0.0066785
8.8 1.25 1 1 5 0.0791562 0.00927992

8.9 1.25 1 0 5 0.0226806 8.71172e-10
8.9 1.25 1 0.2 5 0.0244684 0.00140911
8.9 1.25 1 0.4 5 0.0303086 0.00305795
8.9 1.25 1 0.6 5 0.0400593 0.00458669
8.9 1.25 1 0.8 5 0.055719 0.00676592
8.9 1.25 1 1 5 0.0783707 0.00950788

9 1.25 1 0 5 0.0224542 0
9 1.25 1 0.2 5 0.0242797 0.00142861
9 1.25 1 0.4 5 0.0300772 0.00294071
9 1.25 1 0.6 5 0.0401802 0.00443136
9 1.25 1 0.8 5 0.0553447 0.00662372
9 1.25 1 1 5 0.0778683 0.00962631

9.1 1.25 1 0 5 0.0222323 4.24238e-09
9.1 1.25 1 0.2 5 0.023972 0.00143229
9.1 1.25 1 0.4 5 0.0297211 0.00289589
9.1 1.25 1 0.6 5 0.0394998 0.00452459
9.1 1.25 1 0.8 5 0.0548689 0.00687844
9.1 1.25 1 1 5 0.077641 0.00961034

9.2 1.25 1 0 5 0.0220148 -nan
9.2 1.25 1 0.2 5 0.0238701 0.0013932
9.2 1.25 1 0.4 5 0.0294718 0.00291878
9.2 1.25 1 0.6 5 0.0396159 0.00450033
9.2 1.25 1 0.8 5 0.0542339 0.00660166
9.2 1.25 1 1 5 0.0768123 0.0093418

9.3 1.25 1 0 5 0.0218015 2.65468e-09
9.3 1.25 1 0.2 5 0.0235563 0.0013805
9.3 1.25 1 0.4 5 0.0293283 0.00299088
9.3 1.25 1 0.6 5 0.039049 0.00467918
9.3 1.25 1 0.8 5 0.0544141 0.00639083
9.3 1.25 1 1 5 0.0765093 0.0087282

9.4 1.25 1 0 5 0.0215923 -nan
9.4 1.25 1 0.2 5 0.0234246 0.00132041
9.4 1.25 1 0.4 5 0.0288749 0.00285467
9.4 1.25 1 0.6 5 0.0387745 0.00449378
9.4 1.25 1 0.8 5 0.0538496 0.00643909
9.4 1.25 1 1 5 0.0758946 0.00891432

9.5 1.25 1 0 5 0.0213871 1.72672e-09
9.5 1.25 1 0.2 5 0.0231657 0.00133443
9.5 1.25 1 0.4 5 0.0286872 0.0028014
9.5 1.25 1 0.6 5 0.038543 0.00443523
9.5 1.25 1 0.8 5 0.053642 0.00644429
9.5 1.25 1 1 5 0.0750885 0.00903352

9.6 1.25 1 0 5 0.0211858 3.80448e-09
9.6 1.25 1 0.2 5 0.0229913 0.00137206
9.6 1.25 1 0.4 5 0.0285056 0.00280749
9.6 1.25 1 0.6 5 0.0380568 0.00448242
9.6 1.25 1 0.8 5 0.0530536 0.00641736
9.6 1.25 1 1 5 0.075192 0.00918795

9.7 1.25 1 0 5 0.0209883 3.07125e-09
9.7 1.25 1 0.2 5 0.0227865 0.00133988
9.7 1.25 1 0.4 5 0.0281709 0.00275955
9.7 1.25 1 0.6 5 0.0381718 0.00450388
9.7 1.25 1 0.8 5 0.0527533 0.00646226
9.7 1.25 1 1 5 0.075118 0.00867629

9.8 1.25 1 0 5 0.0207945 4.13233e-09
9.8 1.25 1 0.2 5 0.0225432 0.00131974
9.8 1.25 1 0.4 5 0.0281173 0.00268704
9.8 1.25 1 0.6 5 0.0376505 0.00435678
9.8 1.25 1 0.8 5 0.0524672 0.0061778
9.8 1.25 1 1 5 0.0740789 0.00855963

9.9 1.25 1 0 5 0.0206042 -nan
9.9 1.25 1 0.2 5 0.0223944 0.00124495
9.9 1.25 1 0.4 5 0.027746 0.00273948
9.9 1.25 1 0.6 5 0.0370304 0.00431134
9.9 1.25 1 0.8 5 0.0517588 0.0062629
9.9 1.25 1 1 5 0.0740137 0.0086127

10 1.25 1 0 5 0.0204174 1.23202e-09
10 1.25 1 0.2 5 0.0220832 0.00137599
10 1.25 1 0.4 5 0.0275264 0.0026249
10 1.25 1 0.6 5 0.0369867 0.00416118
10 1.25 1 0.8 5 0.0517363 0.006193
10 1.25 1 1 5 0.0733647 0.00870043

