alpha b d0 sigma tau Gmean Gstd
8.6 1.25 1 0.8 2 0.0501846 0.00446568
8.6 1.25 1 1 2 0.0661039 0.00603491

8.7 1.25 1 0 2 0.0231475 6.58545e-10
8.7 1.25 1 0.2 2 0.0247204 0.000932702
8.7 1.25 1 0.4 2 0.0295262 0.0019303
8.7 1.25 1 0.6 2 0.0378682 0.0030902
8.7 1.25 1 0.8 2 0.0495184 0.00454001
8.7 1.25 1 1 2 0.0661861 0.00633426

8.8 1.25 1 0 2 0.0229116 4.90605e-09
8.8 1.25 1 0.2 2 0.024484 0.000948323
8.8 1.25 1 0.4 2 0.0291248 0.00196868
8.8 1.25 1 0.6 2 0.03717 0.00305122
8.8 1.25 1 0.8 2 0.0492225 0.00453237
8.8 1.25 1 1 2 0.065416 0.00595254

8.9 1.25 1 0 2 0.0226806 8.71172e-10
8.9 1.25 1 0.2 2 0.0242701 0.000925269
8.9 1.25 1 0.4 2 0.0289442 0.00197154
8.9 1.25 1 0.6 2 0.0368083 0.00307845
8.9 1.25 1 0.8 2 0.0491154 0.0044948
8.9 1.25 1 1 2 0.0651953 0.00588852

9 1.25 1 0 2 0.0224542 0
9 1.25 1 0.2 2 0.0240236 0.000911852
9 1.25 1 0.4 2 0.0287404 0.00200107
9 1.25 1 0.6 2 0.0368398 0.00307994
9 1.25 1 0.8 2 0.0484873 0.00457874
9 1.25 1 1 2 0.0647204 0.0060243

9.1 1.25 1 0 2 0.0222323 4.24238e-09
9.1 1.25 1 0.2 2 0.0237405 0.000921861
9.1 1.25 1 0.4 2 0.0286081 0.00181236
9.1 1.25 1 0.6 2 0.0363127 0.00306105
9.1 1.25 1 0.8 2 0.0480966 0.0043568
9.1 1.25 1 1 2 0.063873 0.00616624

9.2 1.25 1 0 2 0.0220148 -nan
9.2 1.25 1 0.2 2 0.0235589 0.000891292
9.2 1.25 1 0.4 2 0.0281288 0.00190154
9.2 1.25 1 0.6 2 0.0360953 0.00311415
9.2 1.25 1 0.8 2 0.0479226 0.00445873
9.2 1.25 1 1 2 0.063371 0.00597251

9.3 1.25 1 0 2 0.0218015 2.65468e-09
9.3 1.25 1 0.2 2 0.0233643 0.000872412
9.3 1.25 1 0.4 2 0.027818 0.00191521
9.3 1.25 1 0.6 2 0.0358068 0.00300287
9.3 1.25 1 0.8 2 0.0472192 0.00424058
9.3 1.25 1 1 2 0.0626672 0.00627085

9.4 1.25 1 0 2 0.0215923 -nan
9.4 1.25 1 0.2 2 0.023091 0.000915577
9.4 1.25 1 0.4 2 0.0276816 0.00184557
9.4 1.25 1 0.6 2 0.0353654 0.00283675
9.4 1.25 1 0.8 2 0.0469581 0.00421318
9.4 1.25 1 1 2 0.0623538 0.00582287

9.5 1.25 1 0 2 0.0213871 1.72672e-09
9.5 1.25 1 0.2 2 0.022863 0.000879233
9.5 1.25 1 0.4 2 0.0274454 0.00184697
9.5 1.25 1 0.6 2 0.03511 0.00298188
9.5 1.25 1 0.8 2 0.0463277 0.00423776
9.5 1.25 1 1 2 0.0621114 0.00592859

9.6 1.25 1 0 2 0.0211858 3.80448e-09
9.6 1.25 1 0.2 2 0.0226634 0.000900364
9.6 1.25 1 0.4 2 0.0271093 0.00185196
9.6 1.25 1 0.6 2 0.034731 0.00298179
9.6 1.25 1 0.8 2 0.0461324 0.00421934
9.6 1.25 1 1 2 0.0613777 0.00590105

9.7 1.25 1 0 2 0.0209883 3.07125e-09
9.7 1.25 1 0.2 2 0.0224432 0.000859714
9.7 1.25 1 0.4 2 0.0269558 0.00195663
9.7 1.25 1 0.6 2 0.0345604 0.00289162
9.7 1.25 1 0.8 2 0.0456312 0.00432917
9.7 1.25 1 1 2 0.060983 0.00588995

9.8 1.25 1 0 2 0.0207945 4.13233e-09
9.8 1.25 1 0.2 2 0.0222892 0.000865482
9.8 1.25 1 0.4 2 0.026666 0.00181499
9.8 1.25 1 0.6 2 0.0343941 0.00291354
9.8 1.25 1 0.8 2 0.0452917 0.00419359
9.8 1.25 1 1 2 0.0604005 0.00566315

9.9 1.25 1 0 2 0.0206042 -nan
9.9 1.25 1 0.2 2 0.0220801 0.000867351
9.9 1.25 1 0.4 2 0.0265437 0.00179381
9.9 1.25 1 0.6 2 0.0340347 0.00282348
9.9 1.25 1 0.8 2 0.0452224 0.00412036
9.9 1.25 1 1 2 0.0600447 0.0055946

10 1.25 1 0 2 0.0204174 1.23202e-09
10 1.25 1 0.2 2 0.0218503 0.00086919
10 1.25 1 0.4 2 0.0261253 0.00182148
10 1.25 1 0.6 2 0.0337124 0.00288522
10 1.25 1 0.8 2 0.0448687 0.00415509
10 1.25 1 1 2 0.0597846 0.00574663

